AreaName,Females_Total,LastResidence,Males_Total,Persons_Business,Persons_Education,Persons_Marriage,Persons_MoveAfterBirth,Persons_MoveWithHH,Persons_Other,Persons_Total,Persons_Work,Males_Business,Males_Education,Males_Marriage,Males_MoveAfterBirth,Males_MoveWithHH,Males_Other,Males_Work,Females_Business,Females_Education,Females_Marriage,Females_MoveAfterBirth,Females_MoveWithHH,Females_Other,Females_Work
ANDHRA PRADESH,1092,Goa,1117,19,42,186,80,1033,446,2209,403,18,21,8,51,358,308,353,1,21,178,29,675,138,50
ANDHRA PRADESH,140,Lakshadweep,197,0,1,23,6,19,276,337,12,0,1,2,4,10,168,12,0,0,21,2,9,108,0
ANDHRA PRADESH,22122,Kerala,17991,1288,3618,5116,1961,9751,7031,40113,11348,1045,708,240,1061,3271,3284,8382,243,2910,4876,900,6480,3747,2966
ANDHRA PRADESH,166943,Tamil Nadu,99777,8181,2964,97915,21223,54247,40673,266720,41517,6568,1267,5824,11883,21085,18628,34522,1613,1697,92091,9340,33162,22045,6995
ANDHRA PRADESH,4502,Puducherry,2820,85,99,2453,1361,1247,1221,7322,856,69,55,76,781,510,615,714,16,44,2377,580,737,606,142
ANDHRA PRADESH,1810,Andaman & Nicobar Islands,1239,23,93,589,184,1235,654,3049,271,15,47,20,106,480,348,223,8,46,569,78,755,306,48
ANDHRA PRADESH,44575,Other Countries,38586,1258,1941,14530,8263,15042,32973,83161,9154,953,1140,702,4546,6634,17408,7203,305,801,13828,3717,8408,15565,1951
KARNATAKA,3768,Jammu & Kashmir,5558,123,1412,632,222,2439,2894,9326,1604,98,1184,39,132,925,1792,1388,25,228,593,90,1514,1102,216
KARNATAKA,2711,Himachal Pradesh,4052,47,1272,489,127,1234,2624,6763,970,37,1044,42,69,495,1570,795,10,228,447,58,739,1054,175
KARNATAKA,5631,Punjab,6188,287,762,1187,330,4112,1852,11819,3289,221,472,49,181,1530,1085,2650,66,290,1138,149,2582,767,639
KARNATAKA,1112,Chandigarh,1012,32,132,143,51,985,273,2124,508,21,82,3,24,350,161,371,11,50,140,27,635,112,137
KARNATAKA,2218,Uttarakhand,2959,68,407,561,114,1236,907,5177,1884,51,275,20,53,427,568,1565,17,132,541,61,809,339,319
KARNATAKA,5708,Haryana,6803,363,860,1221,345,4256,1838,12511,3628,303,563,30,188,1616,1088,3015,60,297,1191,157,2640,750,613
KARNATAKA,16606,NCT of Delhi,18556,804,1921,3394,992,11545,5381,35162,11125,614,1211,160,537,4138,2960,8936,190,710,3234,455,7407,2421,2189
KARNATAKA,64171,Rajasthan,86188,18347,2740,23825,8782,39912,25006,150359,31747,17037,2104,557,5048,16565,15442,29435,1310,636,23268,3734,23347,9564,2312
KARNATAKA,34590,Uttar Pradesh,57905,3183,4620,8472,2304,23989,15007,92495,34920,2658,3483,357,1235,9311,9397,31464,525,1137,8115,1069,14678,5610,3456
KARNATAKA,26451,Bihar,59632,1518,8803,6891,1849,17718,13516,86083,35788,1286,7399,253,979,7049,9345,33321,232,1404,6638,870,10669,4171,2467
KARNATAKA,637,Sikkim,978,11,420,76,15,154,685,1615,254,6,334,3,7,53,399,176,5,86,73,8,101,286,78
KARNATAKA,428,Arunachal Pradesh,1872,13,1055,55,8,150,835,2300,184,11,934,4,5,63,706,149,2,121,51,3,87,129,35
KARNATAKA,657,Nagaland,668,20,354,114,38,214,177,1325,408,10,207,2,17,72,84,276,10,147,112,21,142,93,132
KARNATAKA,2122,Manipur,2775,92,1595,244,49,496,592,4897,1829,57,884,2,22,190,359,1261,35,711,242,27,306,233,568
KARNATAKA,269,Mizoram,199,6,203,14,6,60,58,468,121,3,95,1,1,14,30,55,3,108,13,5,46,28,66
KARNATAKA,542,Tripura,1354,35,597,137,35,217,185,1896,690,30,501,2,20,70,122,609,5,96,135,15,147,63,81
KARNATAKA,971,Meghalaya,988,19,596,71,17,424,392,1959,440,11,295,4,11,150,221,296,8,301,67,6,274,171,144
KARNATAKA,6488,Assam,17163,271,2222,1217,238,4071,2911,23651,12721,215,1566,50,129,1540,2153,11510,56,656,1167,109,2531,758,1211
KARNATAKA,25639,West Bengal,42000,1716,4081,6960,1516,13881,10036,67639,29449,1413,2931,224,777,4940,6201,25514,303,1150,6736,739,8941,3835,3935
KARNATAKA,6977,Jharkhand,14087,294,3782,1669,367,3503,2621,21064,8828,230,2885,52,197,1317,1675,7731,64,897,1617,170,2186,946,1097
KARNATAKA,19017,Odisha,45015,611,1830,4987,960,9696,8770,64032,37178,458,1272,176,454,3549,6059,33047,153,558,4811,506,6147,2711,4131
KARNATAKA,3294,Chhattisgarh,4288,103,748,1040,265,1562,1323,7582,2541,75,566,34,139,639,769,2066,28,182,1006,126,923,554,475
KARNATAKA,10101,Madhya Pradesh,12509,476,1436,2876,740,5780,3433,22610,7869,338,1011,76,404,2152,1951,6577,138,425,2800,336,3628,1482,1292
KARNATAKA,18985,Gujarat,19968,2268,2410,6080,1984,11852,6387,38953,7972,1983,1680,157,1124,4522,3540,6962,285,730,5923,860,7330,2847,1010
KARNATAKA,29,Daman & Diu,28,0,7,5,4,23,6,57,12,0,5,0,1,9,2,11,0,2,5,3,14,4,1
KARNATAKA,54,Dadra & Nagar Haveli,56,4,9,7,9,20,50,110,11,3,5,0,6,5,27,10,1,4,7,3,15,23,1
KARNATAKA,388057,Maharashtra,198807,5193,6525,245773,93844,80422,100093,586864,55014,3793,4106,3917,58827,32827,51680,43657,1400,2419,241856,35017,47595,48413,11357
KARNATAKA,532446,Andhra Pradesh,358251,14077,13731,308475,37406,175672,141835,890697,199501,10791,9203,12413,20815,69296,71979,163754,3286,4528,296062,16591,106376,69856,35747
KARNATAKA,12807,Goa,9383,172,831,5442,3143,5006,4708,22190,2888,124,466,119,1712,1978,2649,2335,48,365,5323,1431,3028,2059,553
KARNATAKA,287,Lakshadweep,315,6,28,89,39,98,256,602,86,5,23,7,20,42,148,70,1,5,82,19,56,108,16
KARNATAKA,176760,Kerala,157421,7055,26900,71650,23565,68813,53501,334181,82697,5877,10762,3192,13107,27837,28958,67688,1178,16138,68458,10458,40976,24543,15009
KARNATAKA,377345,Tamil Nadu,359476,17135,9973,167569,37205,159485,140708,736821,204746,13652,5910,9580,20439,64351,75318,170226,3483,4063,157989,16766,95134,65390,34520
KARNATAKA,1624,Puducherry,1598,43,92,552,249,771,629,3222,886,29,62,31,135,304,300,737,14,30,521,114,467,329,149
KARNATAKA,604,Andaman & Nicobar Islands,502,5,233,82,28,339,209,1106,210,4,123,1,12,114,86,162,1,110,81,16,225,123,48
KARNATAKA,25295,Other Countries,22816,521,1581,8143,5584,10929,14733,48111,6620,379,960,277,3240,4508,8067,5385,142,621,7866,2344,6421,6666,1235
GOA,283,Jammu & Kashmir,478,100,8,49,35,242,166,761,161,89,8,3,16,96,113,153,11,0,46,19,146,53,8
GOA,167,Himachal Pradesh,236,12,15,34,27,105,96,403,114,9,10,1,13,40,58,105,3,5,33,14,65,38,9
GOA,356,Punjab,441,25,19,71,29,305,116,797,232,19,12,1,17,95,76,221,6,7,70,12,210,40,11
GOA,58,Chandigarh,42,3,3,10,5,42,16,100,21,3,2,0,3,13,7,14,0,1,10,2,29,9,7
GOA,276,Uttarakhand,382,22,15,56,19,220,116,658,210,19,13,0,8,74,70,198,3,2,56,11,146,46,12
GOA,444,Haryana,509,39,34,69,36,425,161,953,189,38,21,2,22,160,85,181,1,13,67,14,265,76,8
GOA,1113,NCT of Delhi,1390,127,77,195,86,971,369,2503,678,92,50,14,43,365,220,606,35,27,181,43,606,149,72
GOA,1916,Rajasthan,2914,511,52,469,332,1552,660,4830,1254,485,34,11,184,605,426,1169,26,18,458,148,947,234,85
GOA,6417,Uttar Pradesh,13719,702,169,1746,933,5004,3073,20136,8509,647,122,68,532,1995,2167,8188,55,47,1678,401,3009,906,321
GOA,2663,Bihar,5671,185,123,553,371,2158,1191,8334,3753,166,107,17,184,821,805,3571,19,16,536,187,1337,386,182
GOA,15,Sikkim,16,0,7,2,0,5,7,31,10,0,3,0,0,0,5,8,0,4,2,0,5,2,2
GOA,9,Arunachal Pradesh,13,0,8,0,0,8,1,22,5,0,7,0,0,2,1,3,0,1,0,0,6,0,2
GOA,47,Nagaland,44,1,14,6,7,15,19,91,29,1,10,0,5,4,11,13,0,4,6,2,11,8,16
GOA,71,Manipur,197,9,22,10,3,38,49,268,137,6,18,1,3,12,35,122,3,4,9,0,26,14,15
GOA,11,Mizoram,12,1,0,1,2,6,5,23,8,0,0,0,0,2,3,7,1,0,1,2,4,2,1
GOA,17,Tripura,16,0,2,2,0,9,9,33,11,0,0,0,0,2,4,10,0,2,2,0,7,5,1
GOA,27,Meghalaya,22,0,16,2,1,9,7,49,14,0,5,0,0,2,4,11,0,11,2,1,7,3,3
GOA,323,Assam,1179,23,13,77,14,229,192,1502,954,20,8,5,6,83,159,898,3,5,72,8,146,33,56
GOA,1689,West Bengal,3653,149,63,431,179,1173,685,5342,2662,129,43,11,99,378,471,2522,20,20,420,80,795,214,140
GOA,950,Jharkhand,2633,24,49,148,73,636,445,3583,2208,23,24,7,46,212,324,1997,1,25,141,27,424,121,211
GOA,1203,Odisha,3186,44,42,258,114,655,633,4389,2643,37,23,9,67,213,450,2387,7,19,249,47,442,183,256
GOA,374,Chhattisgarh,542,16,22,37,18,247,153,916,423,15,13,2,7,88,77,340,1,9,35,11,159,76,83
GOA,1023,Madhya Pradesh,1589,52,64,216,104,857,341,2612,978,42,40,7,55,318,228,899,10,24,209,49,539,113,79
GOA,1826,Gujarat,1894,306,65,526,226,1386,510,3720,701,266,41,16,127,506,303,635,40,24,510,99,880,207,66
GOA,135,Daman & Diu,152,2,2,51,34,98,40,287,60,2,1,4,21,44,28,52,0,1,47,13,54,12,8
GOA,8,Dadra & Nagar Haveli,19,0,14,4,1,5,0,27,3,0,14,0,1,1,0,3,0,0,4,0,4,0,0
GOA,38956,Maharashtra,32987,1737,790,17627,7249,19943,11516,71943,13081,1378,520,648,4498,8257,6385,11301,359,270,16979,2751,11686,5131,1780
GOA,2846,Andhra Pradesh,2806,115,95,784,399,2033,773,5652,1453,100,58,39,209,684,428,1288,15,37,745,190,1349,345,165
GOA,59765,Karnataka,57100,2616,598,22550,11556,31334,18327,116865,29884,2155,368,739,6503,12103,10206,25026,461,230,21811,5053,19231,8121,4858
GOA,10,Lakshadweep,10,0,1,0,1,8,6,20,4,0,1,0,1,4,1,3,0,0,0,0,4,5,1
GOA,4018,Kerala,4200,341,135,1062,677,2830,1048,8218,2125,299,64,30,402,964,569,1872,42,71,1032,275,1866,479,253
GOA,2021,Tamil Nadu,2218,196,130,456,252,1520,583,4239,1102,170,74,24,128,521,320,981,26,56,432,124,999,263,121
GOA,31,Puducherry,28,2,0,11,8,21,1,59,16,2,0,2,3,5,1,15,0,0,9,5,16,0,1
GOA,164,Andaman & Nicobar Islands,159,1,2,2,2,248,10,323,58,0,2,0,0,98,6,53,1,0,2,2,150,4,5
GOA,3336,Other Countries,3431,157,73,1079,1202,1728,1955,6767,573,105,43,35,736,847,1177,488,52,30,1044,466,881,778,85
LAKSHADWEEP,2,Jammu & Kashmir,4,0,0,0,0,1,3,6,2,0,0,0,0,1,1,2,0,0,0,0,0,2,0
LAKSHADWEEP,2,Punjab,4,0,0,0,0,2,2,6,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0
LAKSHADWEEP,0,Chandigarh,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,1,Uttarakhand,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,3,Haryana,2,0,0,0,0,4,0,5,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0
LAKSHADWEEP,7,NCT of Delhi,19,0,1,0,0,8,1,26,16,0,0,0,0,3,1,15,0,1,0,0,5,0,1
LAKSHADWEEP,2,Rajasthan,6,0,0,0,0,2,1,8,5,0,0,0,0,0,1,5,0,0,0,0,2,0,0
LAKSHADWEEP,6,Uttar Pradesh,5,0,0,0,1,4,2,11,4,0,0,0,1,1,0,3,0,0,0,0,3,2,1
LAKSHADWEEP,2,Bihar,10,0,0,0,0,2,0,12,10,0,0,0,0,0,0,10,0,0,0,0,2,0,0
LAKSHADWEEP,2,Arunachal Pradesh,2,0,0,0,0,1,0,4,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1
LAKSHADWEEP,0,Mizoram,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LAKSHADWEEP,0,Tripura,2,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LAKSHADWEEP,0,Meghalaya,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LAKSHADWEEP,0,Assam,5,0,0,0,0,0,1,5,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0
LAKSHADWEEP,4,West Bengal,117,0,0,1,3,0,13,121,104,0,0,0,0,0,13,104,0,0,1,3,0,0,0
LAKSHADWEEP,0,Jharkhand,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LAKSHADWEEP,6,Odisha,17,0,0,0,0,4,4,23,15,0,0,0,0,1,2,14,0,0,0,0,3,2,1
LAKSHADWEEP,0,Chhattisgarh,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LAKSHADWEEP,5,Madhya Pradesh,18,0,0,2,0,3,0,23,18,0,0,0,0,1,0,17,0,0,2,0,2,0,1
LAKSHADWEEP,9,Gujarat,47,0,0,0,0,13,6,56,37,0,0,0,0,5,5,37,0,0,0,0,8,1,0
LAKSHADWEEP,27,Daman & Diu,60,0,0,0,0,34,14,87,39,0,0,0,0,8,14,38,0,0,0,0,26,0,1
LAKSHADWEEP,25,Dadra & Nagar Haveli,94,0,0,0,0,33,17,119,69,0,0,0,0,11,14,69,0,0,0,0,22,3,0
LAKSHADWEEP,17,Maharashtra,546,3,9,3,0,18,445,563,85,3,9,0,0,7,442,85,0,0,3,0,11,3,0
LAKSHADWEEP,11,Andhra Pradesh,36,0,4,0,0,11,4,47,28,0,2,0,0,3,4,27,0,2,0,0,8,0,1
LAKSHADWEEP,51,Karnataka,86,3,21,12,10,23,40,137,28,3,18,1,5,6,28,25,0,3,11,5,17,12,3
LAKSHADWEEP,0,Goa,6,0,1,0,0,0,2,6,3,0,1,0,0,0,2,3,0,0,0,0,0,0,0
LAKSHADWEEP,1446,Kerala,2933,20,498,128,510,743,967,4379,1513,13,273,28,261,299,590,1469,7,225,100,249,444,377,44
LAKSHADWEEP,37,Tamil Nadu,343,0,36,0,0,23,71,380,250,0,33,0,0,11,53,246,0,3,0,0,12,18,4
LAKSHADWEEP,1,Puducherry,3,0,0,0,0,2,0,4,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0
LAKSHADWEEP,10,Andaman & Nicobar Islands,29,0,4,1,0,16,4,39,14,0,4,0,0,7,4,14,0,0,1,0,9,0,0
LAKSHADWEEP,37,Other Countries,42,0,7,1,0,27,22,79,22,0,0,1,0,10,13,18,0,7,0,0,17,9,4
KERALA,1567,Jammu & Kashmir,2726,133,173,123,154,938,2318,4293,454,127,163,27,100,437,1446,426,6,10,96,54,501,872,28
KERALA,338,Himachal Pradesh,405,2,12,30,31,209,374,743,85,1,7,6,13,84,224,70,1,5,24,18,125,150,15
KERALA,1474,Punjab,1928,21,77,148,229,1542,897,3402,488,19,45,28,128,681,601,426,2,32,120,101,861,296,62
KERALA,210,Chandigarh,213,2,18,25,21,208,70,423,79,1,7,4,13,78,45,65,1,11,21,8,130,25,14
KERALA,387,Uttarakhand,403,5,22,40,25,397,162,790,139,3,15,5,16,151,91,122,2,7,35,9,246,71,17
KERALA,1014,Haryana,1214,26,80,112,98,1087,525,2228,300,25,68,16,53,428,350,274,1,12,96,45,659,175,26
KERALA,7658,NCT of Delhi,7645,127,361,788,864,7186,3495,15303,2482,106,216,100,463,2946,1955,1859,21,145,688,401,4240,1540,623
KERALA,3700,Rajasthan,5193,319,185,520,477,3486,1638,8893,2268,282,134,48,267,1433,990,2039,37,51,472,210,2053,648,229
KERALA,4294,Uttar Pradesh,7909,151,431,534,399,4180,2106,12203,4402,133,331,90,223,1680,1360,4092,18,100,444,176,2500,746,310
KERALA,2381,Bihar,7523,58,733,361,170,2184,1523,9904,4875,51,669,64,96,873,1094,4676,7,64,297,74,1311,429,199
KERALA,84,Sikkim,112,0,5,15,10,76,50,196,40,0,3,2,4,29,41,33,0,2,13,6,47,9,7
KERALA,350,Arunachal Pradesh,388,5,30,34,37,317,221,738,94,3,17,4,18,131,140,75,2,13,30,19,186,81,19
KERALA,464,Nagaland,640,4,49,66,59,435,280,1104,211,1,42,6,36,199,175,181,3,7,60,23,236,105,30
KERALA,233,Manipur,375,0,106,30,26,129,213,608,104,0,88,5,14,51,127,90,0,18,25,12,78,86,14
KERALA,74,Mizoram,82,0,7,12,7,73,33,156,24,0,3,1,4,30,22,22,0,4,11,3,43,11,2
KERALA,82,Tripura,150,1,11,9,15,87,52,232,57,1,9,1,7,42,34,56,0,2,8,8,45,18,1
KERALA,189,Meghalaya,221,4,12,26,20,171,99,410,78,3,9,3,9,74,56,67,1,3,23,11,97,43,11
KERALA,1442,Assam,7027,15,87,210,128,1207,1042,8469,5780,14,73,35,75,487,804,5539,1,14,175,53,720,238,241
KERALA,4308,West Bengal,26162,163,175,658,288,3791,3077,30470,22318,147,127,109,166,1447,2451,21715,16,48,549,122,2344,626,603
KERALA,998,Jharkhand,2111,31,114,152,72,893,508,3109,1339,29,98,16,34,376,342,1216,2,16,136,38,517,166,123
KERALA,2877,Odisha,9346,21,155,429,160,2282,1399,12223,7777,19,124,67,88,849,963,7236,2,31,362,72,1433,436,541
KERALA,1265,Chhattisgarh,1298,11,55,229,96,1133,542,2563,497,9,40,19,50,487,297,396,2,15,210,46,646,245,101
KERALA,4172,Madhya Pradesh,4173,37,178,708,390,3868,1825,8345,1339,31,100,64,218,1672,1023,1065,6,78,644,172,2196,802,274
KERALA,5087,Gujarat,5356,152,194,976,547,4753,2339,10443,1482,131,117,114,308,2003,1421,1262,21,77,862,239,2750,918,220
KERALA,14,Daman & Diu,24,0,1,1,1,13,10,38,12,0,0,0,0,5,7,12,0,1,1,1,8,3,0
KERALA,16,Dadra & Nagar Haveli,11,0,2,2,0,15,1,27,7,0,1,0,0,3,0,7,0,1,2,0,12,1,0
KERALA,23378,Maharashtra,24086,672,644,4470,2570,22182,10061,47464,6865,587,397,450,1433,9366,6090,5763,85,247,4020,1137,12816,3971,1102
KERALA,9583,Andhra Pradesh,9645,142,902,1630,781,7889,3822,19228,4062,119,589,220,389,3045,2110,3173,23,313,1410,392,4844,1712,889
KERALA,62092,Karnataka,48741,624,2035,29410,16030,30326,19614,110833,12794,516,1319,3366,8828,14088,10438,10186,108,716,26044,7202,16238,9176,2608
KERALA,1357,Goa,1200,17,16,208,120,1384,455,2557,357,15,8,19,67,524,264,303,2,8,189,53,860,191,54
KERALA,819,Lakshadweep,1207,13,514,88,27,661,407,2026,316,12,367,23,13,267,257,268,1,147,65,14,394,150,48
KERALA,158137,Tamil Nadu,153210,5348,2440,75438,26514,84247,44461,311347,72899,4521,1502,14227,14785,37186,24413,56576,827,938,61211,11729,47061,20048,16323
KERALA,11813,Puducherry,9539,77,71,4309,8561,4087,3757,21352,490,58,39,547,4771,1854,1876,394,19,32,3762,3790,2233,1881,96
KERALA,1238,Andaman & Nicobar Islands,1065,8,58,173,72,1375,382,2303,235,6,31,23,41,560,213,191,2,27,150,31,815,169,44
KERALA,16244,Other Countries,13983,125,440,5247,6249,6795,9500,30227,1871,95,225,480,3505,3249,5090,1339,30,215,4767,2744,3546,4410,532
TAMIL NADU,3144,Jammu & Kashmir,4077,35,194,517,442,1641,3437,7221,955,32,126,44,266,700,2035,874,3,68,473,176,941,1402,81
TAMIL NADU,348,Himachal Pradesh,550,3,165,47,23,239,275,898,146,1,141,3,13,101,163,128,2,24,44,10,138,112,18
TAMIL NADU,2819,Punjab,3263,58,396,446,352,2327,1352,6082,1151,52,295,33,202,948,746,987,6,101,413,150,1379,606,164
TAMIL NADU,466,Chandigarh,456,5,82,77,48,379,144,922,187,2,55,2,25,144,74,154,3,27,75,23,235,70,33
TAMIL NADU,438,Uttarakhand,602,9,130,61,25,340,257,1040,218,9,98,5,12,130,163,185,0,32,56,13,210,94,33
TAMIL NADU,2164,Haryana,3008,78,564,381,186,1674,1287,5172,1002,70,464,6,105,665,791,907,8,100,375,81,1009,496,95
TAMIL NADU,5876,NCT of Delhi,6263,68,621,899,396,4926,2320,12139,2909,50,382,76,222,1928,1232,2373,18,239,823,174,2998,1088,536
TAMIL NADU,38912,Rajasthan,49562,5793,1696,11548,6149,21441,25164,88474,16683,5296,1370,324,3518,9372,14144,15538,497,326,11224,2631,12069,11020,1145
TAMIL NADU,10954,Uttar Pradesh,17031,480,2672,2103,969,8067,5783,27985,7911,429,2030,90,553,3168,3525,7236,51,642,2013,416,4899,2258,675
TAMIL NADU,9809,Bihar,19468,279,2756,2022,911,6995,5409,29277,10905,236,2194,96,501,2975,3358,10108,43,562,1926,410,4020,2051,797
TAMIL NADU,91,Sikkim,140,0,79,12,8,51,41,231,40,0,57,0,4,24,26,29,0,22,12,4,27,15,11
TAMIL NADU,212,Arunachal Pradesh,269,0,211,19,14,76,87,481,74,0,110,3,8,28,57,63,0,101,16,6,48,30,11
TAMIL NADU,266,Nagaland,292,7,100,52,28,150,105,558,116,5,53,5,14,57,62,96,2,47,47,14,93,43,20
TAMIL NADU,724,Manipur,871,12,469,108,28,283,452,1595,243,5,240,12,16,126,287,185,7,229,96,12,157,165,58
TAMIL NADU,83,Mizoram,124,0,101,6,0,37,38,207,25,0,69,1,0,16,21,17,0,32,5,0,21,17,8
TAMIL NADU,137,Tripura,237,0,141,20,7,44,78,374,84,0,100,2,4,13,46,72,0,41,18,3,31,32,12
TAMIL NADU,275,Meghalaya,292,3,224,19,9,173,49,567,90,2,119,1,6,63,27,74,1,105,18,3,110,22,16
TAMIL NADU,2717,Assam,5143,51,668,369,190,1962,1422,7860,3198,40,456,20,103,776,878,2870,11,212,349,87,1186,544,328
TAMIL NADU,11739,West Bengal,17090,412,1401,2681,925,7079,6877,28829,9454,349,950,111,516,2774,4135,8255,63,451,2570,409,4305,2742,1199
TAMIL NADU,2792,Jharkhand,4789,44,1176,438,202,1802,1583,7581,2336,38,856,12,108,768,1019,1988,6,320,426,94,1034,564,348
TAMIL NADU,7657,Odisha,15206,101,834,1585,494,3962,4307,22863,11580,73,627,100,260,1477,2716,9953,28,207,1485,234,2485,1591,1627
TAMIL NADU,1050,Chhattisgarh,1124,15,321,226,126,596,404,2174,486,13,223,4,65,217,214,388,2,98,222,61,379,190,98
TAMIL NADU,5172,Madhya Pradesh,5745,105,1012,1213,534,3535,2310,10917,2208,83,727,41,293,1490,1229,1882,22,285,1172,241,2045,1081,326
TAMIL NADU,10436,Gujarat,10588,655,780,2789,1330,6472,5313,21024,3685,563,553,116,778,2658,2757,3163,92,227,2673,552,3814,2556,522
TAMIL NADU,18,Daman & Diu,20,1,2,6,2,11,4,38,12,1,2,1,0,3,2,11,0,0,5,2,8,2,1
TAMIL NADU,183,Dadra & Nagar Haveli,135,1,9,30,35,86,135,318,22,1,5,0,22,35,58,14,0,4,30,13,51,77,8
TAMIL NADU,42216,Maharashtra,39981,1012,2461,12248,6036,28105,17451,82197,14884,833,1630,827,3339,11942,8786,12624,179,831,11421,2697,16163,8665,2260
TAMIL NADU,169589,Andhra Pradesh,116838,2152,13061,81506,18523,58936,67937,286427,44312,1558,9277,4634,10228,24373,30821,35947,594,3784,76872,8295,34563,37116,8365
TAMIL NADU,181219,Karnataka,108083,1873,3836,96259,29426,65059,54492,289302,38357,1360,2337,5053,16309,27795,24627,30602,513,1499,91206,13117,37264,29865,7755
TAMIL NADU,825,Goa,864,7,118,179,77,617,327,1689,364,5,78,15,44,246,168,308,2,40,164,33,371,159,56
TAMIL NADU,29,Lakshadweep,52,0,19,9,3,15,24,81,11,0,18,3,3,6,13,9,0,1,6,0,9,11,2
TAMIL NADU,258993,Kerala,188708,3597,20300,117941,41120,99152,87636,447701,77955,2700,11633,7260,22522,40269,41440,62884,897,8667,110681,18598,58883,46196,15071
TAMIL NADU,146945,Puducherry,105367,559,2124,58234,94018,27127,59518,252312,10732,353,1207,2778,51078,12320,28904,8727,206,917,55456,42940,14807,30614,2005
TAMIL NADU,3335,Andaman & Nicobar Islands,2900,37,439,974,393,2344,1298,6235,750,22,245,54,218,1094,656,611,15,194,920,175,1250,642,139
TAMIL NADU,22606,Other Countries,20992,212,1034,7108,5158,10018,14559,43598,5509,146,647,472,2854,4691,7852,4330,66,387,6636,2304,5327,6707,1179
PUDUCHERRY,59,Jammu & Kashmir,104,4,1,9,12,32,83,163,22,4,0,3,8,16,52,21,0,1,6,4,16,31,1
PUDUCHERRY,20,Himachal Pradesh,16,0,1,4,1,11,7,36,12,0,1,0,1,4,2,8,0,0,4,0,7,5,4
PUDUCHERRY,81,Punjab,88,1,5,4,3,89,30,169,37,1,3,1,2,28,22,31,0,2,3,1,61,8,6
PUDUCHERRY,15,Chandigarh,15,0,0,1,0,14,9,30,6,0,0,0,0,5,5,5,0,0,1,0,9,4,1
PUDUCHERRY,21,Uttarakhand,30,0,1,4,0,19,6,51,21,0,0,0,0,9,4,17,0,1,4,0,10,2,4
PUDUCHERRY,68,Haryana,62,3,5,7,6,59,23,130,27,1,1,0,3,19,13,25,2,4,7,3,40,10,2
PUDUCHERRY,387,NCT of Delhi,415,8,19,62,19,368,126,802,200,8,9,6,12,147,71,162,0,10,56,7,221,55,38
PUDUCHERRY,582,Rajasthan,685,115,16,167,63,459,225,1267,222,108,8,13,36,185,130,205,7,8,154,27,274,95,17
PUDUCHERRY,405,Uttar Pradesh,502,11,38,55,34,399,121,907,249,8,28,7,18,141,71,229,3,10,48,16,258,50,20
PUDUCHERRY,298,Bihar,382,2,22,38,25,310,108,680,175,2,18,3,13,118,65,163,0,4,35,12,192,43,12
PUDUCHERRY,9,Sikkim,13,0,1,1,0,15,4,22,1,0,1,1,0,7,3,1,0,0,0,0,8,1,0
PUDUCHERRY,11,Arunachal Pradesh,8,0,4,0,0,8,1,19,6,0,0,0,0,2,0,6,0,4,0,0,6,1,0
PUDUCHERRY,7,Nagaland,7,0,2,1,0,5,1,14,5,0,1,0,0,1,0,5,0,1,1,0,4,1,0
PUDUCHERRY,17,Manipur,19,0,15,0,0,15,3,36,3,0,8,0,0,7,1,3,0,7,0,0,8,2,0
PUDUCHERRY,0,Mizoram,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PUDUCHERRY,12,Tripura,21,0,9,0,0,10,4,33,10,0,7,0,0,4,1,9,0,2,0,0,6,3,1
PUDUCHERRY,13,Meghalaya,10,0,1,1,0,10,1,23,10,0,0,0,0,3,0,7,0,1,1,0,7,1,3
PUDUCHERRY,130,Assam,153,4,17,23,8,108,37,283,86,2,9,1,5,40,24,72,2,8,22,3,68,13,14
PUDUCHERRY,591,West Bengal,611,13,53,98,36,334,386,1202,282,8,21,9,19,125,190,239,5,32,89,17,209,196,43
PUDUCHERRY,61,Jharkhand,62,1,6,14,7,49,25,123,21,1,4,2,1,23,12,19,0,2,12,6,26,13,2
PUDUCHERRY,767,Odisha,986,14,21,123,40,486,440,1753,629,11,8,9,19,171,216,552,3,13,114,21,315,224,77
PUDUCHERRY,16,Chhattisgarh,12,0,0,8,2,9,6,28,3,0,0,0,2,4,4,2,0,0,8,0,5,2,1
