AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_Work,Males_Work,Females_Work,Persons_Business,Males_Business,Females_Business,Persons_Education,Males_Education,Females_Education,Persons_Marriage,Males_Marriage,Females_Marriage,Persons_MoveAfterBirth,Males_MoveAfterBirth,Females_MoveAfterBirth,Persons_MoveWithHH,Males_MoveWithHH,Females_MoveWithHH,Persons_Other,Males_Other,Females_Other
ARUNACHAL PRADESH,Jammu & Kashmir,369,231,138,81,75,6,28,26,2,4,2,2,11,1,10,4,3,1,132,45,87,109,79,30
ARUNACHAL PRADESH,Himachal Pradesh,305,191,114,71,64,7,13,12,1,2,2,0,17,3,14,3,2,1,75,24,51,124,84,40
ARUNACHAL PRADESH,Punjab,395,217,178,65,60,5,23,21,2,11,4,7,22,1,21,3,1,2,185,55,130,86,75,11
ARUNACHAL PRADESH,Chandigarh,11,5,6,3,3,0,1,0,1,0,0,0,0,0,0,1,1,0,3,0,3,3,1,2
ARUNACHAL PRADESH,Uttarakhand,450,252,198,92,83,9,7,6,1,5,3,2,24,0,24,4,1,3,185,59,126,133,100,33
ARUNACHAL PRADESH,Haryana,527,318,209,123,104,19,68,67,1,4,1,3,52,1,51,13,6,7,174,67,107,93,72,21
ARUNACHAL PRADESH,NCT of Delhi,311,175,136,104,86,18,20,20,0,7,4,3,22,1,21,13,6,7,96,29,67,49,29,20
ARUNACHAL PRADESH,Rajasthan,1498,1014,484,358,342,16,375,350,25,20,13,7,102,2,100,27,18,9,391,124,267,225,165,60
ARUNACHAL PRADESH,Uttar Pradesh,6054,3605,2449,1925,1776,149,536,485,51,126,72,54,631,7,624,113,68,45,1778,593,1185,945,604,341
ARUNACHAL PRADESH,Bihar,18811,11703,7108,5328,5072,256,2737,2508,229,294,196,98,2057,19,2038,370,219,151,5282,1853,3429,2743,1836,907
ARUNACHAL PRADESH,Sikkim,234,139,95,87,74,13,18,12,6,2,0,2,22,1,21,2,2,0,55,16,39,48,34,14
ARUNACHAL PRADESH,Nagaland,1218,659,559,417,303,114,75,67,8,27,16,11,139,3,136,16,11,5,383,169,214,161,90,71
ARUNACHAL PRADESH,Manipur,1465,778,687,588,420,168,57,41,16,60,34,26,103,4,99,11,5,6,461,168,293,185,106,79
ARUNACHAL PRADESH,Mizoram,298,155,143,95,68,27,10,10,0,10,7,3,23,0,23,0,0,0,108,40,68,52,30,22
ARUNACHAL PRADESH,Tripura,855,503,352,269,236,33,117,105,12,19,17,2,102,1,101,4,2,2,213,67,146,131,75,56
ARUNACHAL PRADESH,Meghalaya,1143,595,548,457,339,118,29,22,7,45,20,25,125,9,116,17,11,6,307,107,200,163,87,76
ARUNACHAL PRADESH,Assam,88963,47424,41539,33587,27163,6424,4825,4218,607,731,438,293,14687,243,14444,1213,669,544,21628,7774,13854,12292,6919,5373
ARUNACHAL PRADESH,West Bengal,6966,4210,2756,2859,2527,332,644,539,105,66,41,25,765,15,750,112,48,64,1522,465,1057,998,575,423
ARUNACHAL PRADESH,Jharkhand,1308,899,409,722,627,95,32,27,5,10,6,4,76,0,76,12,7,5,251,83,168,205,149,56
ARUNACHAL PRADESH,Odisha,1613,1018,595,886,705,181,35,30,5,11,7,4,106,3,103,22,13,9,288,87,201,265,173,92
ARUNACHAL PRADESH,Chhattisgarh,138,73,65,56,44,12,2,2,0,0,0,0,8,0,8,0,0,0,33,7,26,39,20,19
ARUNACHAL PRADESH,Madhya Pradesh,252,127,125,74,63,11,5,4,1,4,2,2,16,0,16,9,5,4,89,22,67,55,31,24
ARUNACHAL PRADESH,Gujarat,94,45,49,18,13,5,3,2,1,0,0,0,2,0,2,3,1,2,55,20,35,13,9,4
ARUNACHAL PRADESH,Dadra & Nagar Haveli,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,Maharashtra,421,229,192,110,96,14,4,4,0,6,4,2,16,0,16,3,2,1,173,48,125,109,75,34
ARUNACHAL PRADESH,Andhra Pradesh,383,213,170,124,114,10,14,10,4,5,3,2,22,2,20,3,1,2,163,48,115,52,35,17
ARUNACHAL PRADESH,Karnataka,191,123,68,60,48,12,3,3,0,12,10,2,7,1,6,3,0,3,44,12,32,62,49,13
ARUNACHAL PRADESH,Goa,22,15,7,11,8,3,0,0,0,0,0,0,1,0,1,1,1,0,5,2,3,4,4,0
ARUNACHAL PRADESH,Lakshadweep,4,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0
ARUNACHAL PRADESH,Kerala,1397,775,622,660,480,180,32,19,13,37,18,19,110,2,108,54,23,31,285,96,189,219,137,82
ARUNACHAL PRADESH,Tamil Nadu,305,207,98,136,113,23,4,3,1,8,8,0,9,0,9,2,1,1,71,16,55,75,66,9
ARUNACHAL PRADESH,Puducherry,6,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
ARUNACHAL PRADESH,Andaman & Nicobar Islands,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,Other Countries,483,235,248,61,46,15,14,9,5,31,17,14,58,1,57,12,9,3,140,61,79,167,92,75
NAGALAND,Jammu & Kashmir,375,164,211,13,13,0,5,5,0,8,4,4,4,0,4,2,2,0,217,68,149,126,72,54
NAGALAND,Himachal Pradesh,309,110,199,12,8,4,10,7,3,10,5,5,12,1,11,1,0,1,200,54,146,64,35,29
NAGALAND,Punjab,470,224,246,33,30,3,18,16,2,11,6,5,15,1,14,0,0,0,282,84,198,111,87,24
NAGALAND,Chandigarh,42,23,19,4,3,1,2,1,1,0,0,0,3,0,3,0,0,0,21,10,11,12,9,3
NAGALAND,Uttarakhand,751,295,456,37,34,3,6,4,2,32,26,6,10,0,10,6,1,5,513,159,354,147,71,76
NAGALAND,Haryana,442,208,234,48,45,3,42,39,3,17,8,9,44,0,44,6,5,1,233,81,152,52,30,22
NAGALAND,NCT of Delhi,10,9,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1
NAGALAND,Rajasthan,2480,1578,902,351,344,7,736,709,27,36,20,16,373,9,364,45,28,17,517,194,323,422,274,148
NAGALAND,Uttar Pradesh,4076,2322,1754,1044,989,55,453,421,32,72,39,33,472,6,466,36,20,16,1327,428,899,672,419,253
NAGALAND,Bihar,17539,11954,5585,5841,5690,151,2690,2579,111,271,216,55,2130,49,2081,234,130,104,3549,1291,2258,2824,1999,825
NAGALAND,Sikkim,145,63,82,33,24,9,9,6,3,5,3,2,20,0,20,2,1,1,55,18,37,21,11,10
NAGALAND,Arunachal Pradesh,900,481,419,130,105,25,19,19,0,175,136,39,102,5,97,4,1,3,286,105,181,184,110,74
NAGALAND,Manipur,14093,6691,7402,3355,2440,915,822,561,261,1020,561,459,1967,83,1884,143,76,67,4324,1689,2635,2462,1281,1181
NAGALAND,Mizoram,386,162,224,70,54,16,14,7,7,64,42,22,49,1,48,1,0,1,142,43,99,46,15,31
NAGALAND,Tripura,2923,1761,1162,914,865,49,478,457,21,46,29,17,540,17,523,24,12,12,516,135,381,405,246,159
NAGALAND,Meghalaya,1792,947,845,437,302,135,50,40,10,244,162,82,162,13,149,16,7,9,363,140,223,520,283,237
NAGALAND,Assam,51397,29151,22246,17354,14777,2577,4900,4544,356,565,316,249,8741,260,8481,582,318,264,10850,3906,6944,8405,5030,3375
NAGALAND,West Bengal,3746,2098,1648,1123,1014,109,427,389,38,78,51,27,628,12,616,53,29,24,861,278,583,576,325,251
NAGALAND,Jharkhand,1283,841,442,648,584,64,57,49,8,15,9,6,119,3,116,8,6,2,243,81,162,193,109,84
NAGALAND,Odisha,1236,691,545,448,402,46,50,43,7,19,16,3,180,3,177,26,12,14,337,95,242,176,120,56
NAGALAND,Chhattisgarh,138,62,76,28,22,6,2,1,1,6,5,1,9,0,9,1,0,1,45,12,33,47,22,25
NAGALAND,Madhya Pradesh,294,141,153,42,35,7,4,3,1,3,3,0,20,1,19,7,5,2,167,65,102,51,29,22
NAGALAND,Gujarat,103,49,54,13,10,3,5,4,1,4,3,1,9,0,9,6,3,3,50,19,31,16,10,6
NAGALAND,Dadra & Nagar Haveli,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,2,3
NAGALAND,Maharashtra,498,235,263,97,66,31,17,15,2,41,28,13,15,0,15,5,1,4,192,50,142,131,75,56
NAGALAND,Andhra Pradesh,407,196,211,107,91,16,2,2,0,14,10,4,31,3,28,1,0,1,158,36,122,94,54,40
NAGALAND,Karnataka,540,299,241,121,86,35,33,17,16,70,46,24,15,3,12,3,3,0,125,48,77,173,96,77
NAGALAND,Goa,21,14,7,3,3,0,0,0,0,0,0,0,1,0,1,1,0,1,5,2,3,11,9,2
NAGALAND,Lakshadweep,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1
NAGALAND,Kerala,1165,665,500,533,414,119,51,43,8,33,20,13,80,0,80,21,9,12,291,92,199,156,87,69
NAGALAND,Tamil Nadu,412,223,189,136,107,29,12,12,0,24,18,6,26,1,25,6,2,4,117,33,84,91,50,41
NAGALAND,Puducherry,15,10,5,3,3,0,0,0,0,2,1,1,1,0,1,0,0,0,3,1,2,6,5,1
NAGALAND,Andaman & Nicobar Islands,15,4,11,4,2,2,0,0,0,1,0,1,0,0,0,1,1,0,3,0,3,6,1,5
NAGALAND,Other Countries,649,331,318,97,79,18,31,27,4,36,14,22,53,3,50,12,5,7,192,83,109,228,120,108
MANIPUR,Jammu & Kashmir,218,126,92,15,15,0,0,0,0,1,0,1,6,0,6,2,0,2,36,18,18,158,93,65
MANIPUR,Himachal Pradesh,136,61,75,7,5,2,1,1,0,0,0,0,17,1,16,6,2,4,20,9,11,85,43,42
MANIPUR,Punjab,102,47,55,9,8,1,11,9,2,3,2,1,28,0,28,3,2,1,23,10,13,25,16,9
MANIPUR,Chandigarh,11,5,6,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,6,3,3
MANIPUR,Uttarakhand,81,49,32,9,7,2,0,0,0,7,6,1,3,0,3,2,1,1,29,13,16,31,22,9
MANIPUR,Haryana,110,68,42,16,9,7,17,16,1,2,2,0,15,0,15,3,1,2,40,26,14,17,14,3
MANIPUR,NCT of Delhi,652,354,298,110,68,42,32,25,7,185,109,76,43,4,39,9,6,3,65,29,36,208,113,95
MANIPUR,Rajasthan,706,388,318,47,42,5,206,197,9,7,5,2,171,2,169,15,11,4,154,60,94,106,71,35
MANIPUR,Uttar Pradesh,853,535,318,106,98,8,242,213,29,14,14,0,125,3,122,13,8,5,167,68,99,186,131,55
MANIPUR,Bihar,2983,1864,1119,450,410,40,831,740,91,31,24,7,410,15,395,48,27,21,641,273,368,572,375,197
MANIPUR,Sikkim,288,154,134,28,23,5,7,6,1,2,1,1,49,2,47,0,0,0,137,76,61,65,46,19
MANIPUR,Arunachal Pradesh,114,46,68,17,13,4,2,2,0,5,4,1,35,0,35,1,1,0,36,14,22,18,12,6
MANIPUR,Nagaland,1589,621,968,118,81,37,28,25,3,91,55,36,434,12,422,25,15,10,530,250,280,363,183,180
MANIPUR,Mizoram,1041,440,601,126,96,30,26,16,10,31,15,16,195,7,188,6,3,3,396,190,206,261,113,148
MANIPUR,Tripura,766,327,439,71,60,11,54,44,10,8,6,2,237,15,222,0,0,0,293,142,151,103,60,43
MANIPUR,Meghalaya,770,371,399,86,56,30,16,11,5,146,90,56,123,4,119,13,9,4,135,60,75,251,141,110
MANIPUR,Assam,7720,2746,4974,626,549,77,473,397,76,125,82,43,3369,107,3262,92,50,42,1976,1015,961,1059,546,513
MANIPUR,West Bengal,638,339,299,103,84,19,67,59,8,7,6,1,153,5,148,7,5,2,136,68,68,165,112,53
MANIPUR,Jharkhand,93,47,46,26,19,7,8,7,1,3,3,0,18,1,17,0,0,0,11,3,8,27,14,13
MANIPUR,Odisha,87,60,27,20,19,1,9,8,1,1,0,1,7,0,7,0,0,0,21,7,14,29,26,3
MANIPUR,Chhattisgarh,10,5,5,1,1,0,1,1,0,0,0,0,4,1,3,0,0,0,2,0,2,2,2,0
MANIPUR,Madhya Pradesh,139,67,72,9,6,3,4,4,0,6,2,4,29,1,28,3,2,1,35,20,15,53,32,21
MANIPUR,Gujarat,40,25,15,8,7,1,3,2,1,8,7,1,3,0,3,1,0,1,8,1,7,9,8,1
MANIPUR,Dadra & Nagar Haveli,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Maharashtra,286,130,156,57,33,24,9,5,4,41,20,21,41,1,40,3,2,1,40,19,21,95,50,45
MANIPUR,Andhra Pradesh,71,39,32,16,9,7,3,2,1,11,8,3,6,1,5,0,0,0,10,3,7,25,16,9
MANIPUR,Karnataka,182,95,87,30,21,9,2,1,1,59,30,29,6,0,6,5,3,2,8,6,2,72,34,38
MANIPUR,Goa,14,7,7,12,7,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
MANIPUR,Lakshadweep,45,27,18,4,4,0,0,0,0,0,0,0,3,0,3,2,0,2,0,0,0,36,23,13
MANIPUR,Kerala,118,66,52,62,32,30,2,1,1,8,7,1,7,1,6,0,0,0,9,3,6,30,22,8
MANIPUR,Tamil Nadu,203,107,96,31,20,11,13,9,4,37,20,17,18,2,16,4,2,2,59,28,31,41,26,15
MANIPUR,Andaman & Nicobar Islands,33,15,18,1,1,0,1,0,1,0,0,0,5,0,5,1,1,0,15,7,8,10,6,4
MANIPUR,Other Countries,861,301,560,29,24,5,14,10,4,23,11,12,323,7,316,34,17,17,136,78,58,302,154,148
MIZORAM,Jammu & Kashmir,113,53,60,7,5,2,1,1,0,0,0,0,3,0,3,1,0,1,22,5,17,79,42,37
MIZORAM,Himachal Pradesh,34,13,21,4,3,1,1,1,0,3,2,1,1,0,1,0,0,0,11,0,11,14,7,7
MIZORAM,Punjab,106,51,55,10,10,0,2,2,0,3,2,1,5,3,2,2,2,0,50,15,35,34,17,17
MIZORAM,Chandigarh,8,6,2,3,2,1,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,1,0
MIZORAM,Uttarakhand,142,63,79,13,12,1,2,2,0,8,6,2,6,2,4,1,0,1,70,14,56,42,27,15
MIZORAM,Haryana,83,43,40,15,14,1,2,2,0,7,4,3,2,0,2,0,0,0,25,6,19,32,17,15
MIZORAM,NCT of Delhi,188,105,83,48,37,11,2,1,1,13,10,3,6,2,4,3,1,2,57,24,33,59,30,29
MIZORAM,Rajasthan,104,75,29,31,31,0,15,15,0,5,2,3,3,0,3,2,2,0,21,5,16,27,20,7
MIZORAM,Uttar Pradesh,477,255,222,151,132,19,5,5,0,21,14,7,24,0,24,4,2,2,170,47,123,102,55,47
MIZORAM,Bihar,1404,1041,363,690,660,30,69,62,7,26,13,13,114,26,88,16,9,7,255,101,154,234,170,64
MIZORAM,Sikkim,43,21,22,9,9,0,1,1,0,6,1,5,6,2,4,1,0,1,9,3,6,11,5,6
MIZORAM,Arunachal Pradesh,195,91,104,39,32,7,1,1,0,14,5,9,22,3,19,2,1,1,85,35,50,32,14,18
MIZORAM,Nagaland,541,245,296,82,54,28,15,14,1,16,5,11,26,2,24,1,0,1,275,115,160,126,55,71
MIZORAM,Manipur,12241,6333,5908,2267,1615,652,303,187,116,278,157,121,884,132,752,77,37,40,6268,3035,3233,2164,1170,994
MIZORAM,Tripura,5606,2909,2697,596,465,131,45,38,7,122,63,59,368,71,297,35,18,17,3465,1747,1718,975,507,468
MIZORAM,Meghalaya,2378,1166,1212,528,349,179,53,37,16,92,59,33,217,19,198,46,22,24,1085,485,600,357,195,162
MIZORAM,Assam,15056,9804,5252,5882,5256,626,667,610,57,139,68,71,1107,128,979,183,94,89,4196,1905,2291,2882,1743,1139
MIZORAM,West Bengal,646,407,239,259,232,27,17,16,1,22,14,8,60,8,52,8,5,3,168,63,105,112,69,43
MIZORAM,Jharkhand,1149,995,154,773,760,13,2,2,0,2,1,1,57,23,34,5,2,3,114,44,70,196,163,33
MIZORAM,Odisha,65,34,31,26,21,5,0,0,0,0,0,0,4,1,3,1,0,1,22,3,19,12,9,3
MIZORAM,Chhattisgarh,16,7,9,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,2,3
MIZORAM,Madhya Pradesh,73,45,28,27,24,3,0,0,0,1,0,1,1,0,1,4,2,2,20,5,15,20,14,6
MIZORAM,Gujarat,13,9,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,3,1
MIZORAM,Maharashtra,125,59,66,24,18,6,6,3,3,10,6,4,2,0,2,2,0,2,53,18,35,28,14,14
MIZORAM,Andhra Pradesh,92,42,50,33,24,9,0,0,0,0,0,0,3,0,3,0,0,0,34,5,29,22,13,9
MIZORAM,Karnataka,90,47,43,28,21,7,0,0,0,7,6,1,1,1,0,0,0,0,30,9,21,24,10,14
MIZORAM,Goa,7,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
MIZORAM,Lakshadweep,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0
MIZORAM,Kerala,269,148,121,121,90,31,7,7,0,8,6,2,18,0,18,3,1,2,66,15,51,46,29,17
MIZORAM,Tamil Nadu,107,61,46,32,28,4,2,2,0,4,2,2,4,1,3,3,1,2,34,13,21,28,14,14
MIZORAM,Puducherry,3,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MIZORAM,Andaman & Nicobar Islands,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MIZORAM,Other Countries,534,247,287,59,39,20,7,5,2,22,11,11,49,6,43,21,10,11,162,64,98,214,112,102
TRIPURA,Jammu & Kashmir,328,193,135,32,25,7,2,1,1,1,1,0,12,1,11,3,3,0,88,39,49,190,123,67
TRIPURA,Himachal Pradesh,88,52,36,19,18,1,1,1,0,1,1,0,8,1,7,1,1,0,19,7,12,39,23,16
TRIPURA,Punjab,108,52,56,20,17,3,0,0,0,2,1,1,9,0,9,2,2,0,58,21,37,17,11,6
TRIPURA,Chandigarh,14,10,4,3,3,0,0,0,0,0,0,0,2,0,2,0,0,0,7,5,2,2,2,0
TRIPURA,Uttarakhand,141,69,72,39,38,1,0,0,0,4,2,2,27,1,26,0,0,0,45,12,33,26,16,10
TRIPURA,Haryana,116,71,45,17,14,3,7,7,0,0,0,0,5,1,4,0,0,0,57,28,29,30,21,9
TRIPURA,NCT of Delhi,250,129,121,52,41,11,1,1,0,6,5,1,27,1,26,3,3,0,101,43,58,60,35,25
TRIPURA,Rajasthan,495,266,229,75,71,4,62,55,7,5,5,0,86,3,83,12,7,5,152,57,95,103,68,35
TRIPURA,Uttar Pradesh,1518,1007,511,742,669,73,13,13,0,7,6,1,161,8,153,9,6,3,389,166,223,197,139,58
TRIPURA,Bihar,12063,7165,4898,6274,4325,1949,210,180,30,21,17,4,505,27,478,15,12,3,3619,1704,1915,1419,900,519
TRIPURA,Sikkim,18,5,13,1,1,0,0,0,0,2,1,1,8,0,8,1,1,0,2,0,2,4,2,2
TRIPURA,Arunachal Pradesh,337,147,190,38,33,5,4,4,0,10,1,9,77,5,72,3,3,0,148,69,79,57,32,25
TRIPURA,Nagaland,751,324,427,65,60,5,12,11,1,11,4,7,200,6,194,11,6,5,331,160,171,121,77,44
TRIPURA,Manipur,613,255,358,107,74,33,12,11,1,26,8,18,179,10,169,8,6,2,170,83,87,111,63,48
TRIPURA,Mizoram,18411,9244,9167,204,127,77,17,10,7,47,34,13,422,63,359,22,8,14,2822,1195,1627,14877,7807,7070
TRIPURA,Meghalaya,1309,519,790,159,132,27,19,17,2,22,12,10,415,12,403,16,9,7,440,195,245,238,142,96
TRIPURA,Assam,29423,9704,19719,3759,3094,665,499,438,61,192,135,57,13953,371,13582,350,205,145,6524,3140,3384,4146,2321,1825
TRIPURA,West Bengal,5349,2527,2822,1062,975,87,183,166,17,49,35,14,1534,46,1488,71,44,27,1490,656,834,960,605,355
TRIPURA,Jharkhand,14203,8044,6159,9576,5805,3771,33,19,14,2,1,1,131,3,128,5,2,3,3194,1497,1697,1262,717,545
TRIPURA,Odisha,303,162,141,101,83,18,5,5,0,0,0,0,33,2,31,4,1,3,102,37,65,58,34,24
TRIPURA,Chhattisgarh,52,23,29,17,15,2,0,0,0,0,0,0,4,0,4,2,1,1,23,4,19,6,3,3
TRIPURA,Madhya Pradesh,161,79,82,33,26,7,7,5,2,2,1,1,25,0,25,3,2,1,48,16,32,43,29,14
TRIPURA,Gujarat,150,103,47,37,36,1,1,1,0,0,0,0,4,0,4,1,1,0,62,28,34,45,37,8
TRIPURA,Dadra & Nagar Haveli,10,3,7,1,1,0,0,0,0,0,0,0,6,0,6,0,0,0,1,1,0,2,1,1
TRIPURA,Maharashtra,260,147,113,60,56,4,1,1,0,9,5,4,30,0,30,4,2,2,101,42,59,55,41,14
TRIPURA,Andhra Pradesh,167,83,84,39,37,2,1,1,0,2,0,2,19,1,18,1,1,0,78,24,54,27,19,8
TRIPURA,Karnataka,131,64,67,34,24,10,1,1,0,6,5,1,12,2,10,1,1,0,53,15,38,24,16,8
TRIPURA,Goa,7,4,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,0,0,0
TRIPURA,Lakshadweep,16,10,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,8,7,1
TRIPURA,Kerala,156,79,77,58,36,22,5,5,0,1,1,0,17,2,15,4,2,2,34,8,26,37,25,12
TRIPURA,Tamil Nadu,407,166,241,52,48,4,2,2,0,4,2,2,167,12,155,11,7,4,70,30,40,101,65,36
TRIPURA,Puducherry,16,10,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,5,2,3
TRIPURA,Andaman & Nicobar Islands,7,4,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,1,1,0
TRIPURA,Other Countries,5139,1928,3211,386,314,72,54,47,7,54,32,22,2093,110,1983,95,51,44,1015,544,471,1442,830,612
MEGHALAYA,Jammu & Kashmir,601,272,329,41,38,3,6,5,1,31,20,11,30,5,25,8,3,5,258,79,179,227,122,105
MEGHALAYA,Himachal Pradesh,294,159,135,41,34,7,11,7,4,15,9,6,24,3,21,3,1,2,126,47,79,74,58,16
MEGHALAYA,Punjab,986,445,541,196,163,33,20,15,5,10,3,7,188,10,178,30,11,19,361,147,214,181,96,85
MEGHALAYA,Chandigarh,49,24,25,8,6,2,0,0,0,0,0,0,4,1,3,2,1,1,26,10,16,9,6,3
MEGHALAYA,Uttarakhand,1191,528,663,94,86,8,10,8,2,21,9,12,94,1,93,10,2,8,700,254,446,262,168,94
MEGHALAYA,Haryana,494,209,285,31,28,3,18,15,3,14,6,8,53,2,51,23,17,6,259,82,177,96,59,37
MEGHALAYA,NCT of Delhi,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
MEGHALAYA,Rajasthan,1901,1107,794,358,348,10,329,322,7,42,25,17,314,6,308,111,70,41,462,152,310,285,184,101
MEGHALAYA,Uttar Pradesh,3098,1507,1591,491,456,35,199,191,8,91,54,37,492,24,468,67,36,31,1178,413,765,580,333,247
MEGHALAYA,Bihar,14112,8544,5568,4305,4178,127,1095,1035,60,327,250,77,2908,111,2797,498,271,227,2483,1063,1420,2496,1636,860
MEGHALAYA,Sikkim,145,81,64,32,28,4,13,10,3,13,11,2,30,9,21,0,0,0,34,11,23,23,12,11
MEGHALAYA,Arunachal Pradesh,1024,613,411,305,277,28,6,3,3,239,150,89,89,10,79,14,7,7,257,100,157,114,66,48
MEGHALAYA,Nagaland,1752,896,856,306,233,73,20,12,8,498,286,212,193,32,161,19,11,8,419,169,250,297,153,144
MEGHALAYA,Manipur,6336,3103,3233,1225,828,397,105,65,40,1371,838,533,514,69,445,82,34,48,1931,696,1235,1108,573,535
MEGHALAYA,Mizoram,2127,950,1177,340,261,79,33,13,20,450,243,207,211,14,197,34,17,17,674,224,450,385,178,207
MEGHALAYA,Tripura,2868,1650,1218,906,855,51,202,198,4,166,111,55,653,54,599,79,36,43,450,160,290,412,236,176
MEGHALAYA,Assam,61022,27748,33274,9794,8217,1577,2283,2088,195,1237,748,489,21980,3878,18102,963,526,437,14255,6787,7468,10510,5504,5006
MEGHALAYA,West Bengal,5492,2581,2911,1136,1027,109,412,380,32,102,67,35,1642,142,1500,208,109,99,1138,400,738,854,456,398
MEGHALAYA,Jharkhand,544,285,259,148,118,30,6,5,1,41,31,10,77,7,70,17,10,7,139,60,79,116,54,62
MEGHALAYA,Odisha,525,272,253,136,123,13,8,8,0,35,19,16,60,11,49,11,5,6,186,50,136,89,56,33
MEGHALAYA,Chhattisgarh,62,29,33,14,10,4,0,0,0,10,10,0,15,1,14,1,1,0,16,5,11,6,2,4
MEGHALAYA,Madhya Pradesh,405,181,224,50,47,3,5,4,1,12,8,4,32,0,32,12,6,6,215,73,142,79,43,36
MEGHALAYA,Gujarat,216,100,116,18,15,3,0,0,0,16,13,3,15,0,15,3,0,3,114,47,67,50,25,25
MEGHALAYA,Dadra & Nagar Haveli,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,10,7,3
MEGHALAYA,Maharashtra,635,258,377,93,78,15,4,3,1,16,9,7,67,4,63,14,10,4,330,100,230,111,54,57
MEGHALAYA,Andhra Pradesh,384,169,215,72,61,11,1,1,0,23,17,6,46,3,43,3,1,2,169,49,120,70,37,33
MEGHALAYA,Karnataka,450,202,248,55,37,18,11,8,3,39,23,16,41,4,37,8,2,6,195,72,123,101,56,45
MEGHALAYA,Goa,19,10,9,7,4,3,0,0,0,1,1,0,1,0,1,1,0,1,5,2,3,4,3,1
MEGHALAYA,Lakshadweep,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
MEGHALAYA,Kerala,810,396,414,181,120,61,8,7,1,59,43,16,67,10,57,25,14,11,272,85,187,198,117,81
MEGHALAYA,Tamil Nadu,343,160,183,63,46,17,5,4,1,24,21,3,45,7,38,10,5,5,144,49,95,52,28,24
MEGHALAYA,Puducherry,8,5,3,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
MEGHALAYA,Andaman & Nicobar Islands,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
MEGHALAYA,Other Countries,722,387,335,69,54,15,13,9,4,24,11,13,134,71,63,37,25,12,118,51,67,327,166,161
ASSAM,Jammu & Kashmir,3831,2235,1596,198,185,13,28,26,2,23,17,6,186,10,176,40,24,16,412,184,228,2944,1789,1155
ASSAM,Himachal Pradesh,1827,1101,726,116,111,5,30,27,3,7,3,4,125,5,120,16,9,7,194,89,105,1339,857,482
ASSAM,Punjab,3617,1814,1803,540,512,28,438,417,21,29,20,9,938,13,925,86,56,30,949,401,548,637,395,242
ASSAM,Chandigarh,258,115,143,36,30,6,12,9,3,2,1,1,32,0,32,7,5,2,133,51,82,36,19,17
ASSAM,Uttarakhand,1194,732,462,293,272,21,35,32,3,27,13,14,138,3,135,25,11,14,319,125,194,357,276,81
ASSAM,Haryana,3225,1717,1508,437,418,19,578,562,16,50,33,17,761,14,747,87,46,41,736,281,455,576,363,213
ASSAM,NCT of Delhi,3040,1421,1619,488,433,55,126,118,8,57,42,15,616,16,600,137,78,59,1052,442,610,564,292,272
ASSAM,Rajasthan,27778,15279,12499,2958,2860,98,6437,6185,252,250,182,68,6863,60,6803,974,612,362,5871,2608,3263,4425,2772,1653
